Date,close,high,low,open,volume,ticker
2024-10-28,892.5709228515625,895.1820857603608,887.7771401708175,891.853318396568,2084100,LLY
2024-10-29,900.533935546875,904.919066097493,895.1820433566037,895.1820433566037,3187500,LLY
2024-10-30,843.9752807617188,857.5991809917256,766.4076353081197,795.80818828808,18257200,LLY
2024-10-31,826.94287109375,850.6227839870064,822.4580409497061,833.6900683536426,6582800,LLY
2024-11-01,816.1693115234375,830.1918876821345,813.9767157406295,825.2087430982082,5266300,LLY
2024-11-04,803.4224243164062,817.4250479911108,800.9706953596133,802.2862527879363,3918100,LLY
2024-11-05,803.3427124023438,806.4821178617278,794.8015951778218,801.1202493551813,3733300,LLY
2024-11-06,773.7627563476562,817.963224079313,765.0223013603501,814.574722290243,8257900,LLY
2024-11-07,794.76171875,799.8445017460713,775.5666366380746,782.0048811519114,4557600,LLY
2024-11-08,828.7367553710938,844.413768987114,798.5588645744455,800.7913035286166,7212900,LLY
2024-11-11,829.6337890625,841.1548170620698,821.8501195510614,828.4976174830515,3342800,LLY
2024-11-12,816.0995483398438,831.1785488675612,807.9869742772371,827.4013471338542,3378600,LLY
2024-11-13,809.0733032226562,826.3149709915465,808.555036730307,817.5546248770306,3059300,LLY
2024-11-14,783.5795288085938,806.4621504914285,780.8687273702446,806.4621504914285,3998800,LLY
2024-11-15,744.9161987304688,776.6414905637881,742.9196396670959,773.8563126052359,7334600,LLY
2024-11-18,725.9488525390625,732.7371408403832,710.1760488868379,731.9285368960076,9154400,LLY
2024-11-19,728.4744873046875,728.7440422700231,711.1942714245042,715.0775933414794,5832500,LLY
2024-11-20,752.11376953125,756.0669784871258,734.194700339169,734.524088721214,5158900,LLY
2024-11-21,748.6297607421875,751.704478724903,733.7354473609611,744.8363107513846,4143200,LLY
2024-11-22,746.7230834960938,759.9702724014043,743.7981317749718,755.7475085427989,4015500,LLY
2024-11-25,753.7010498046875,753.7010498046875,738.7368493063955,748.7096521238617,5690500,LLY
2024-11-26,787.9619750976562,805.6115491857971,772.618424196373,783.8490684694092,6622600,LLY
2024-11-27,786.8339233398438,793.4625138582226,778.957483443614,786.7640364630666,2714700,LLY
2024-11-29,793.9815673828125,798.9530406716499,787.9719662901781,789.9685252686276,2206900,LLY
2024-12-02,798.4239501953125,803.9643893611417,793.8518129201846,796.7368553644776,2895600,LLY
2024-12-03,811.9306640625,815.7241138889482,800.2307969087649,801.5485331299794,2782100,LLY
2024-12-04,828.4122924804688,845.0036930040319,819.0883350805257,826.6752349578421,3871100,LLY
2024-12-05,824.1995239257812,829.7000537730628,816.0535899358769,826.3558417876193,2423400,LLY
2024-12-06,825.2876586914062,839.553050661371,824.2693941144798,826.2559605497424,3047100,LLY
2024-12-09,802.1974487304688,822.2828271722186,799.9014180920856,822.2828271722186,3176000,LLY
2024-12-10,798.204345703125,812.5995191414805,795.6287675132186,807.8776765684402,2695200,LLY
2024-12-11,794.6604614257812,798.124462052133,785.0170473131254,793.8817741675532,3510900,LLY
2024-12-12,781.0039672851562,800.4604865401031,777.050819334758,795.3592318259971,2823800,LLY
2024-12-13,787.7623291015625,792.8835079080717,771.6600755868521,775.7929674184466,3059400,LLY
2024-12-16,777.6597290039062,798.4040062204673,773.9161808861082,790.6373624789394,3426200,LLY
2024-12-17,777.2803955078125,786.6442622860865,771.1010428376741,776.5216933232816,3924800,LLY
2024-12-18,763.3943481445312,777.6597404471495,761.1881284864589,773.666622396073,3354200,LLY
2024-12-19,756.2366333007812,771.6400787313105,751.1055229586552,763.7836239115748,4032600,LLY
2024-12-20,766.4390869140625,809.9540566663088,765.2910411046539,809.9540566663088,9942300,LLY
2024-12-23,794.9100341796875,797.9846911880586,771.73994491362,783.8191025625744,3622300,LLY
2024-12-24,794.301025390625,796.3774637919458,785.7457628427845,790.0084357661802,1165400,LLY
2024-12-26,792.773681640625,802.5268307372023,790.13820918763,792.7536965533594,1274200,LLY
2024-12-27,781.8225708007812,791.9351474221116,777.8793544291319,788.6408371239525,2096500,LLY
2024-12-30,772.5086669921875,778.4184648158086,769.6735262858384,776.5816036506864,1719100,LLY
2024-12-31,770.6717529296875,772.5784399132945,762.9849888038161,769.6734734569807,2327000,LLY
2025-01-02,776.7313232421875,785.6459516976091,770.4421746967107,779.2470070324358,1938900,LLY
2025-01-03,780.6345825195312,784.4879876895664,774.1957285001358,776.8311400685233,1799100,LLY
2025-01-06,763.7836303710938,783.4198322447171,762.0366412248377,782.3715900128467,3991100,LLY
2025-01-07,771.9595336914062,782.6112198408923,760.3096289706801,763.5840149816938,3576100,LLY
