Date,close,high,low,open,volume,ticker
2024-10-28,159.04061889648438,159.40475410814076,158.4501155645497,158.578061457131,4842500,JNJ
2024-10-29,157.5545196533203,159.60157878797207,157.52499598931615,158.90283205037647,5216900,JNJ
2024-10-30,158.0662841796875,158.72567102091733,156.51130617406622,156.92465247675702,5820500,JNJ
2024-10-31,157.3281707763672,158.32216919778585,156.93451190100544,157.45611666856533,8613900,JNJ
2024-11-01,157.59388732910156,158.50915090553883,157.34784679559186,158.0367572859945,5256400,JNJ
2024-11-04,155.73382568359375,157.74150988347853,155.56651991836358,157.17069402833414,4644000,JNJ
2024-11-05,155.8420867919922,156.0782761036001,153.87376243726985,155.17284870248258,6547100,JNJ
2024-11-06,155.37953186035156,158.3024947753835,154.85792709935075,157.36752867819027,8926600,JNJ
2024-11-07,154.24774169921875,156.23575360340797,154.03122480781576,155.9601893810994,7522800,JNJ
2024-11-08,153.0076904296875,154.592192089468,152.94864310351673,154.51345731553275,8926100,JNJ
2024-11-11,152.58448791503906,155.08426810021658,152.45655705155355,153.15530374459044,7146800,JNJ
2024-11-12,150.22251892089844,152.58450221470284,149.95679091978027,152.08258489447837,7181400,JNJ
2024-11-13,150.81301879882812,151.0787317767371,149.02183641196996,150.08473337497537,7161900,JNJ
2024-11-14,149.46470642089844,151.15746658262498,148.3722857934717,150.75395648215132,7716400,JNJ
2024-11-15,151.56097412109375,151.98415664581026,148.51006538843035,148.51006538843035,11328500,JNJ
2024-11-18,152.31878662109375,152.86991504573095,149.91742847049738,150.17330523418659,7514200,JNJ
2024-11-19,150.57681274414062,151.55113870335524,149.64186168150684,151.5117638067744,8233700,JNJ
2024-11-20,150.68507385253906,150.8228559587659,149.4056599992195,150.60633907510612,9061300,JNJ
2024-11-21,153.03721618652344,153.58834459448767,150.38981756808124,151.18698651653827,10141100,JNJ
2024-11-22,152.7124481201172,154.63156142363476,151.6692385816473,153.4308823276651,8266000,JNJ
2024-11-25,153.3127899169922,154.55282891196472,152.68292669487735,152.7124503602012,12256200,JNJ
2024-11-26,153.29295349121094,154.01715228758886,151.94375271107742,153.9278706149433,5683500,JNJ
2024-11-27,154.16595458984375,155.38619799596373,153.37231954089128,153.4020800983461,4140400,JNJ
2024-11-29,153.779052734375,154.43381527586985,152.94572684753697,153.66001050414621,5687800,JNJ
2024-12-02,153.5707244873047,153.76913324461287,152.7076229297064,153.52111851357319,6946500,JNJ
2024-12-03,151.1501007080078,153.57072694369242,151.10049473348283,153.57072694369242,8674400,JNJ
2024-12-04,149.27511596679688,150.35645662222328,148.560832290019,150.0885964590269,10333100,JNJ
2024-12-05,148.33265686035156,149.18582815375598,147.76717599882647,148.80884091273927,7898100,JNJ
2024-12-06,148.1243133544922,148.85844239705992,147.20170583471946,148.2036798837658,8389600,JNJ
2024-12-09,148.41201782226562,149.69176714553552,147.26122586270017,148.10446684698886,8410300,JNJ
2024-12-10,148.04495239257812,149.63225276250697,147.15210539550452,148.73939062781517,9398700,JNJ
2024-12-11,145.47552490234375,147.32075516854542,145.20766474532235,147.32075516854542,13446700,JNJ
2024-12-12,145.07870483398438,146.5965538011628,144.85052037870116,146.03107293931063,6176300,JNJ
2024-12-13,145.45567321777344,145.76320905928728,143.88821831615726,144.50330513680268,8324900,JNJ
2024-12-16,142.7076873779297,146.08068178515416,142.38030610478322,145.5648068876853,8732400,JNJ
2024-12-17,145.24734497070312,145.49535969192723,142.56878900900642,142.69774637046322,10343000,JNJ
2024-12-18,143.60052490234375,145.57472755088887,143.52115837431197,144.5231324076807,9336100,JNJ
2024-12-19,142.4398193359375,144.06679533394203,142.23148030542424,142.9953699004828,9516700,JNJ
2024-12-20,143.32275390625,144.31481282986903,141.61641134661585,141.91403205122512,17702800,JNJ
